id,symbol,name,decimals,totalSupply,volume,volumeUSD,untrackedVolumeUSD,feesUSD,txCount,poolCount,totalValueLocked,totalValueLockedUSD,totalValueLockedUSDUntracked,derivedETH
0x7c07f7abe10ce8e33dc6c5ad68fe033085256a84,icETH,Interest Compounding ETH Index,18,28368,32717.613147340217591356,72523184.56961159697398023413104858,78603402.85436765028689489862637934,58986.57265239098066304327616716474,3724,0,139.923714657436022943,179011.12275963391099289204176264,0,0.9897377010348005777163708849216093
0xfe2e637202056d30016725477c5da089ab0a043a,sETH2,StakeWise Staked ETH2,18,28240,145337.568433623832521005,277956737.8379989293322296262208442,299143504.7382027340820104381549404,833224.6045767579774805960600584581,19136,0,29667.784794818371717687,37869751.69459515085930616639804381,0,0.9892284685149975875918455345677679
0xe95a203b1a91a908f9b9ce46459d101078c2c3cb,aETH,Ankr Eth2 Reward Bearing Bond,18,28240,14326.925360176243885794,39309680.43217152469658813833293985,38853038.48786454500639627599070849,117991.4270868937906526736509541506,1707,0,355.480389065295685096,444873.2396126247072502593366237546,0,0.9713953806735901239115985958891474
0xbe9895146f7af43049ca1c1ae358b0541ea49704,cbETH,Coinbase Wrapped Staked ETH,18,28368,107862.36286901246243191,158753569.9667815036423080487637291,158631138.6707600439057738796951634,308201.4634106642739320846725458318,6097,0,2791.456904824173890064,3495327.21092932199713975380283102,0,0.9672279978259525654411560958119813
0x49d72e3973900a195a155a46441f0c08179fdb64,CRETH2,Cream ETH Token,18,28368,127.412057765838507307,173606.1960698339271724018455204178,173945.484115553088361342498554381,1736.061960698339271724018455204178,31,0,263.604579033984319393,274073.8773253049123525233264402727,0,0.8083154199867746696788654349429069
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,Maker,18,18320,555539.367125375045977674,1031358566.411485305758316863962229,1031354600.692031919284467381050988,3297108.061361695925422133616824033,51245,0,3855.845484310591911017,2531194.726282301397390766912971031,0,0.5041806035276445955257635707566389
0xa1d65e8fb6e87b60feccbc582f7f97804b725521,DXD,DXdao,18,28240,4593.125526000590224035,1270937.989348990329742342560427957,775363.0696827221766921420591551013,12709.37989348990329742342560427957,347,0,18.912799628647933007,10746.77544078872965726004852751165,0,0.3819671375498560129612538059023833
0xf6832ea221ebfdc2363729721a146e6745354b14,FRMX,FRMx Token,18,28240,4634.291798149451004513,17063529.44435671465704636311474422,17096832.78674768216397549846147745,51190.5883330701439711390893442323,3565,0,336.116601952323610476,155343.3228158042022720355967676466,0,0.3585073442009822418895620820691859
0x27c70cd1946795b66be9d954418546998b546634,LEASH,DOGE KILLER,18,28240,110573.702960193392400297,252876062.0960994994033887976827672,282394925.1204429192166974391043647,2011634.569736418123182587363504105,61298,0,670.632169252949185506,297223.7248028670856055097981738627,0,0.3388901921520743943974957983914895
0xe8f7c65a6e6f9bf2a4df751dfa54b2563f44b409,WGK,Wrapped Genesis Kongz,18,28368,7488.882339174022046309,5543917.055929280817903457990236773,5569218.88565001314204067585562537,55439.17055929280817903457990236773,778,0,732.80500997406363035,152733.8198729174453261905207392871,0,0.154356610736255268958680830211737
0x55c08ca52497e2f1534b59e2917bf524d4765257,UwU,UwU Lend,18,28368,2094.658872916749502907,1084399.208706041047604649677118,1083786.692075493552133907566687717,10843.99208706041047604649677118,1561,0,17.521031506123231628,3235.051550961977401913981713478655,0,0.1408924987236376613687743681784259
0xf07391673d3861406ea65584155abedb2abff0b7,CPF,CPFINANCE,18,18240,77423.185049046502517859,385026.6451225554374662613714334908,266406.0105571987741623418966869796,192.5133225612777187331306857167454,49,0,0.02925198032421639,13.74691530348427382676231232285991,0,0.1116517154451646114559836336187023
0x12b32f10a499bf40db334efe04226cca00bf2d9b,UMIIE,UMIIE COIN,18,28240,1000111.36015031931450555,2234.275824537063717565341059307139,15466.29277131521966881413827766807,6.271907994682834462724163690131096,59,0,4060050480.115629263002904667,1418175887838.43006967093349508692,0,0.09982560487030552703214533918310228
0x6810e776880c02933d47db1b9fc05908e5386b96,GNO,Gnosis Token,18,28240,1580056.547910225671649414,439196401.1042672264241470222787126,468272958.2699290271049127713104645,1407802.027243161018040219437194754,23805,0,36147.86820653681365911,4427988.169331075178145519024611488,0,0.09493208740017298934559055320450082
0x6a30ef92f921836f3743a4a9d27e6cf2c8670b9b,FLDX,FullDex,16,28240,11754.0045282866799454,1230185.162613,1212275.91300635484650478390005378,615.0925813065,91,0,2427.5253531449775728,300371.021573590609647732591977619,0,0.08269778527488119768134529655244757
0xc53342fd7575f572b0ff4569e31941a5b821ac76,ETHV,ETH Volatility Index,18,28240,5200.058469707545962968,551292.793049,376099.3894676111097610460368356499,5512.92793049,935,0,490.295497760917297678,53583.63337219641888787093455104402,0,0.08218208613506976544640183522037901
0x4a220e6096b25eadb88358cb44068a3248254675,QNT,Quant,18,28240,5892674.855220565566287737,772804804.8898935086800915075873643,768746611.8191918747888490590879712,2413154.252983388814850979967736234,82446,0,12637.400309336137747357,1330453.070414885932737878059189893,0,0.08143472649836878087648619505833716
0x16c52ceece2ed57dad87319d91b5e3637d50afa4,TCAP,TCAP Token,18,28240,31754.185887961581614258,3863345.864575627690683776922068094,3740102.405274066590007862491340301,11590.03759372688307205133076620428,433,0,2175.539650963409282995,214594.7942101620880164555602479271,0,0.07779761183601289326243798988066651
0xb574de409192a9eb57755e5ab616b0724c24522b,REROLL,REROLLFINANCE,18,18240,67134.066200161402924108,385588.1608152252501850329211037066,266720.8801390697514098853980991778,192.7940804076126250925164605518534,45,0,0.052919113586038867,17.0907627398950697522255216600617,0,0.07672984130241793808828894421493502
0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,KP3R,Keep3rV1,18,28240,327247.724467304736692264,133710609.296251564083455533766331,226417811.4114718127404651026892835,1332408.640797072521434396028138505,10445,0,15742.871492002723080651,1488840.808094077122910271676335154,0,0.07332682142128203090325540701045525
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,DPI,DefiPulse Index,18,18240,986697.360397519363500158,295878329.8941325317784735433893578,295690901.8883403462490163874922125,887849.9340334166174855615294530599,17819,0,8187.986459488945844993,637604.0616191842869730345710392439,0,0.06030840039000000036425988169605287
0xf1b99e3e573a1a9c5e6b2ce818b617f0e664e86b,oSQTH,Opyn Squeeth,18,28368,1617560.567339294107169853,349368019.4100689094823419324742786,349429686.5342378684831182533415509,1059740.270798330765622781829739753,67151,0,20617.076810333780702433,1596457.544498078356461070716760662,0,0.06000687778497892226893563889558561
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,Aave Token,18,18240,3181460.4560228686238603,621920951.0350900483832982851442711,614864073.498068961494679707952847,2058222.202556536806337787559889987,43752,0,20285.25543497813794143,1500674.416393362598826396954848117,0,0.05737552462648017526721114649190317
0x961dd84059505d59f82ce4fb87d3c09bec65301d,TXJP,TenX Community JAPAN,8,28240,65982.91904694,7514928.843690453747586174400958005,7277410.969665742657572784824314229,22544.78653107136124275852320287402,794,0,13923.45369816,1031061.275513564752784334800254942,0,0.05501889065773823202849372123726665
0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,Compound,18,18240,2759614.058259680134908093,654838594.4366755357897772332477128,654657097.225736116183172630294046,2150992.255316748070919847509948963,36408,0,37257.978876647607768938,2294309.133396869321419271634487329,0,0.0477223597821987087178941831897645
0xc0d4ceb216b3ba9c3701b291766fdcba977cec3a,BTRFLY,BTRFLY,9,28368,944503.104729276,911332651.2231588454376432902042129,910491850.9073734791814055883807735,9111600.572069576556976718750898719,51853,0,4785.644639935,290907.0969915417596234968748790192,0,0.04739933094992801424065897857553882
0x767fe9edc9e0df98e07454847909b5e959d7ca0e,ILV,Illuvium,18,28240,100701.825490044792890426,54140476.45314797622349399990641036,50634088.10411584337598046075824554,540380.1846449641445457341066627737,15991,0,690.26699152876358453,38545.57705182543314245576431087845,0,0.04329681915616934225942844502318715
0xd084944d3c05cd115c09d072b9f44ba3e0e45921,FOLD,Manifold Finance,18,28240,638728.704018800059949797,39896224.91575512051950289520392246,38899627.91546458431673968759567651,398860.3813916562051950289520392246,6792,0,25528.337590721817643341,1405156.07860885219680820987001589,0,0.04255096511263779086038835094793595
0xf5238462e7235c7b62811567e63dd17d12c2eaa0,CGT,CACHE Gold,8,28368,69755.13823468,3963893.676446567585862234833660967,3959669.396824235254898354530715308,12076.82303191049352181840512123693,728,0,13866.47113775,730839.9377571547496292689772651961,0,0.0408575424953694131138952885766325
0x383518188c0c6d7730d91b2c03a03c837814a899,OHM,Olympus,9,28240,982589.470551886,702777796.5596322302294431798351463,150190394358994.4684836501838481566,6562695.425820533829401446923728133,91583,0,5131.620196625,263921.2500829648467302812189911149,0,0.03939703392053912425298032218091055
0x85800a01809b9a778c78d5ea70bddddb166da65c,TBAC,BlockAura Token 3.0,8,28368,1096.77679729,63031.48198468253877551272696281079,61919.24881348937206347434138564075,31.51574099234126938775636348140544,101,0,1374.6072323,68292.24199319906377306606418583103,0,0.03852912607453517895610365389082702
0x29127fe04ffa4c32acac0ffe17280abd74eac313,sifu,Sifu,18,28368,220056.346476251051702577,18995779.81144256396477400435978734,16373814.10445679443221399725713822,189957.7981144256396477400435978734,3387,0,211461.608893343857166451,8589561.67196770418698217226589917,0,0.03150183717194142538779827027532333
0xb8a62d3df12755ac1722d934bd70aae82d842a43,SWAP,SW DAO Alpha Portfolio,18,28368,5963.801103946185746218,601787.6081939131912800773036974461,468793.7537478106348604260714049852,1771.98191310615257294874602243758,46,0,6.441757081230896226,680.7166951084909954032589234338618,0,0.02674088771323844750991487370071189
0xed1588721a6b3dc54364d0303c067726590e2b70,ICP,DFINITY,18,28240,394.623589218402294787,39392.09758240507833603819917761161,19696.04879120253916801909958880581,118.1762927472152350081145975328348,3,0,0.000000000000000001,0.00000000000000009971155025251364207309161134884515,0,0.02553033276566169902943712487731988
0x0173661769325565d4f011b2e5cda688689cc87c,QLT,Quantland,9,28368,38392.872164839,2982259.491866,2924726.558021948222402832327549298,29752.783652975,828,0,2981.758719819,91509.45833610705221161706415239482,0,0.02455307747589309940034034621126664
0xd31a59c85ae9d8edefec411d448f90841571b89c,SOL,Wrapped SOL (Wormhole),9,28368,1161593.065815806,89269604.00467986263713980864650475,87138214.80221348607219451770405994,268055.0547508495305004615962412114,17113,0,26945.590911356,855160.5921813503578388111924238307,0,0.02438225372818725812880554478358252
0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,ROOK,ROOK,18,28240,220523.596296071213029172,38174004.56623093643761439026865095,32741537.90514687630492069749958517,356394.3094890247833699750582316052,6612,0,1390.143410846221048566,39040.33255419545889730289409703611,0,0.02190999935819382690079681546039836
0x7e77dcb127f99ece88230a64db8d595f31f1b068,sILV2,Escrowed Illuvium 2,18,28368,724220.839167618016091883,122863955.1614228490719213722686319,122421474.6991503364869925423665137,1228639.551614228490719213722686319,24372,0,7673.699361750524309634,208678.484323752056643702682051839,0,0.02083128387511032382590359852367619
0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,Metis,Metis Token,18,28240,15672900.866632754236359084,1447226189.387033419309631417961402,1447190363.601452949276414702239662,4346064.469163030257928894253884154,91973,0,69894.674441185855855714,1688373.985956400598009700743532723,0,0.01869762498705735125449537923501705
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,RPL,Rocket Pool Protocol,18,28368,11134371.857564874403838204,229200765.7505832021411882953200097,305886322.8586970151787491801859565,907181.816609976593582539694564106,25371,0,377052.678178339479649011,9025831.256921491917312643969469698,0,0.01855289569403968690934024508806333
0xb4efd85c19999d84251304bda99e90b92300bd93,RPL,Rocket Pool,18,18240,15716219.568302120680292918,408343613.8509369615350655038792485,462642510.4962239107942596164692928,1233205.607513978768608594774560088,23646,0,27729.598664785158973398,658590.2817641886294765738938607494,0,0.01850319005387158403838966278477346
0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,FTX Token,FTT,18,28240,8234422.156113862726026134,381363361.8001112737457301566335813,379347268.1125334194289388266662763,2297538.234362883215023061766976565,23575,0,27761.589435934480272792,639821.7312552379746322504848188296,0,0.0178343367289432654328248826977345
0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,NFTX,NFTX,18,18240,210732.169523984180563431,14107710.38980981910808600817480502,11379398.45048126471609156421651404,99101.58396016328307353108954771851,2711,0,56087.919039699979397388,1228586.321421564074365904162020264,0,0.01635629226873297559779986369975798
0x33349b282065b0284d756f0577fb39c158f935e6,MPL,Maple Token,18,28240,928853.576131004053001586,15477176.84471406187482762157775811,14088102.65051529254544299761692177,140205.7468307385973838871532396993,3564,0,25952.171680498213649156,465200.17094384579979269825856605,0,0.01377256033366528425246142326496658
0x000000007a58f5f58e697e51ab0357bc9e260a04,CNV,Concave,18,18368,393517.666758168744249441,48198023.54457345418733366586412977,46703222.32275656330538465622173871,481976.4275896955498584282916412977,7737,0,2001.346714046764724961,29356.99513238017672952600987086025,0,0.01307359390052840199623767547975254
0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,NMR,Numeraire,18,28240,260484.573515691729754297,4741175.010487164477233768188459572,4415881.368475728994352082626028295,47348.58787304664963542374134293857,2603,0,8940.972676380958076876,133049.1124426047125513522196878562,0,0.01170452711189944178089279244595878
0x0d438f3b5175bebc262bf23753c1e53d03432bde,wNXM,Wrapped NXM,18,28240,4140455.437195305014888398,164966720.9446063263270168457184602,179879759.7801310425060169703984731,1591541.52839032722002019488165305,17897,0,192433.267082238199307627,2768407.19152505119366205833166156,0,0.01112134205366276179809813511975364
0x27292cf0016e5df1d8b37306b2a98588acbd6fca,axlATOM,Axelar Wrapped ATOM,6,28368,166250.09924,2173084.319415799537994526509597228,1900125.675546382793866233567817781,1086.542159707899768997263254798616,387,0,1613.28932,23645.72840740984889990916541136404,0,0.01075710782702273228523880040675546
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,ENS,Ethereum Name Service,18,28368,75677910.557044257371106321,2681052489.56238004104571298889799,2803671270.479890048923748605959676,11207608.02896101087899146918593113,150926,0,235054.624380517346970769,3241202.297995560725140101849490552,0,0.01066592767131343897409050183399969
0xee40f80ba6cc885b8886c4a264a8f037ace273a1,PBA,Positive Binding Axis,18,28368,279180.188657572024954233,5523735.64259522866017364791673474,4665998.069597436157312300894424883,2761.867821297614330086823958367371,53,0,64.761090687018373865,960.0781486527552848006929196539755,0,0.01010820137260151536248648995254702
0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,Axie Infinity Shard,18,28240,45214577.736381070553402277,2207869635.861209404372346416989269,3770486371.880740347573751092485859,6626365.58091939007222431602711792,191848,0,81026.068131230964354521,1035475.721095188323150246835787378,0,0.009903858442448676040891234475429361
0x990f341946a3fdb507ae7e52d17851b87168017c,STRONG,Strong,18,28240,2377448.790964440791733569,1094340929.644672702188194084389631,1087628788.90616323044261330542394,3284329.66981899499977797083366146,155617,0,3633.230254821448148583,59600.15525550276251851753871478957,0,0.009796829835311992685130593164731998
0xf8939164a46fbe9fc923f837221eb541e3c7e7b0,PENKY,Penky,18,28240,3797.418908183658152083,110975.1422703282916184988264842141,71221.15185127523693103965639080243,332.9254268109848748554964794526422,41,0,4.082738820729156548,103.2890285316830308395171158440831,0,0.009645425348763688064786147343785147
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,SSV,SSV Token,18,28328,3835020.324603176371570255,43333427.6070714105316395374184446,42489235.09118272098193154342300939,130473.6328496972517209663463735297,10242,0,29265.406272308709093637,319625.2298732278936924524350289907,0,0.008449245308559752652274074266884699
0x64605bbdd7295ddec0a6daa18f50d6f003732106,JCR,JustCarbon Removal Token,18,28368,309.21517804141574962,7991.333500933542266217053478591322,4150.854168948753528359017197308326,23.97400050280062679865116043577398,11,0,0.038575620870703056,0.7578557308373067385888808251894539,0,0.007839817125441918279215988542135832
0x58b6a8a3302369daec383334672404ee733ab239,LPT,Livepeer Token,18,28240,1850684.999021027226747735,33365579.24793690855811135249291853,42212179.35188745090879522176857688,308964.2954697313545774582068856259,13759,0,39749.365507310466762055,362677.3180945615412369351993396194,0,0.007105605628066124650173982434784142
0xad1b76e3c019359bf78b6ab5e0f84e3488ffc2a2,UNI-V3,Uniswap V3 Governance Token,18,18240,79628.783361855158624764,1056939.028502621933960870149548107,1007026.612892811570435894768282886,10569.39028502621933960870149548107,78,0,90.053767766279628195,2093.628916214779802223878610270499,0,0.006641980323321010379899931048006276
0x35bd01fc9d6d5d81ca9e055db88dc49aa2c699a8,FWB,Friends With Benefits Pro,18,28240,640310.927334263608195855,47985848.15983314479707393204805705,42691071.02136635578954400960625234,143957.5444794994343912217961441707,9834,0,47102.912804564848115703,400336.4022484813600487813378504777,0,0.006591708433382875524084188585735949
0x77777feddddffc19ff86db637967013e6c6a116c,TORN,TornadoCash,18,28240,3491679.350648961599272546,103223599.1003445367458471162211848,104946230.1523117047517888156127765,983689.8754657782723222089757053526,18510,0,28706.918768641049166926,229758.617681325244373910170054353,0,0.006202610328877654691655693927784496
0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,ETH2x-FLI,ETH 2x Flexible Leverage Index,18,18240,26423988.360136107151287986,2709642366.696590767876659808990594,2709420226.761269762777183442944949,8167157.464340885331704800411728641,74228,0,228711.618395443335016963,1717630.271524706619256593772492434,0,0.005812992480409430232646127350754055
0x6731827cb6879a2091ce3ab3423f7bf20539b579,MPWR,Empower Token,18,28368,25004.542713942671658448,245859.2667755899237583164745883276,215523.7073058218273988508584327326,737.5778003267697712749494237649827,257,0,14169.09137735821749042,105761.568992023870708673313147182,0,0.005573582035179097952913185241354693
0xd8912c10681d8b21fd3742244f44658dba12264e,PLU,Pluton,18,28240,1171318.159527338526143479,11001275.19191698073640190632095266,6387528.172274104155912988496510044,37449.48430696572154985148301938459,6033,0,18324.381165839081203233,129747.2377087454482067691255057488,0,0.005523017641273526446852307605989404
0x514910771af9ca656af840dff83e8264ecf986ca,LINK,ChainLink Token,18,18240,241655409.340626476644222578,4009289935.208962120355637493542129,4009036384.13691921495796223341203,12032433.7695901694824658050493024,150319,0,1389085.996539980249384936,9860553.345798401345094074548547554,0,0.005451956131401450087150103807904662
0xd9fcd98c322942075a5c3860693e9f4f03aae07b,EUL,Euler,18,28368,1422542.523967478951013172,8142211.162224636546437712363622798,7537962.99732820643132273125749592,81422.11162224636546437712363622798,5152,0,74556.921179095697199962,479298.6207527503676205560599240327,0,0.00501275588534065821692169284896926
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Uniswap,18,18776,246249531.453274332756744511,3916377009.29876280126722330657892,3932139614.084309209179496591249651,11712812.74744909564514786985479865,173385,0,1300871.367357390419677912,7523077.787907262877845510827343745,0,0.004481779299149027040346270978671811
0x4d224452801aced8b2f0aebe155379bb5d594381,APE,ApeCoin,18,28368,586486183.489986273865976738,6888203353.545495864782923543681175,6888516665.275419382047688894987851,28049084.1121207365559952508997325,316360,0,2163982.519387369014548397,11895226.10313099230284886229120033,0,0.004252559283057420598128313811303886
0x903bef1736cddf2a537176cf3c64579c3867a881,ICHI,ichi.farm,9,18240,14231151.922490395,194278132.6141627541330454839005807,308367661.7796568182932851607433134,792527.6515678498592093332169760008,25051,0,88714.331252011,469737.3604014443381057268054587171,0,0.004093254074370452856818689857504197
0xb65485b86e7966e0f2b91d17ad941a6cb4c75f58,UNI-V3,Uniswap V3 Governance Rights,18,28240,45660.971495495426700756,325198.4136524278043630540550742909,309109.5879902157168617826510006993,3251.984136524278043630540550742909,46,0,0.00000000000000002,0.000000000000000284172655623706934605097922111444,0,0.004084617588480752270283724302231361
0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6,ICHI,ICHI,18,18368,6336030.276597847887355885,16436509.52900360003733982504068602,35051994.05434339838325962125943654,90366.83667515635323023647909623818,17438,0,557440.505024591901933812,2928623.642019459865963483295218099,0,0.004061368764676816190691196470437322
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,Convex Token,18,28240,21302597.458257050034463844,449184546.0937114366489897909319801,2761277833.065109602153337911334569,4248352.052000712596276875632868797,37914,0,261019.626611229789601802,1229101.803002468428790546566844702,0,0.003616553471001223975307695123696434
0x8807e69dc04155af64172cd6f0b4738f8068d0d4,Meta,Meta Network,18,18368,19597.747615548638845231,107506.1848500113338722691735320617,54792.34081908452951692803382208814,322.518554550034001616807520596185,55,0,43.265296258168420905,151.1161626686604790250449708054257,0,0.00340290674395322885974843054901369
0xa8b919680258d369114910511cc87595aec0be6d,LYXe,LUKSO Token,18,18240,28079180.916179047328345076,396136775.8057291798927649917895574,392597832.6515935662140147392933502,1268021.612038355599195590209871258,42308,0,161673.676276254887568053,706750.8191069109408373366348840407,0,0.003387788390644949405460544594113279
0xf99d58e463a2e07e5692127302c20a191861b4d6,ANY,Anyswap,18,28240,1031701.562234291991186166,11866900.96059685862100212515358207,11339099.86925834547645728384389787,118669.0096059685862100212515358207,820,0,5083.767921224289130192,73869.09357484805241891328784678131,0,0.003344268080885991646294355409812778
0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS,Frax Share,18,18240,23851091.94625450768614021,415463750.8092323136842634980997636,421804068.0070497884964093130031234,3973426.948408074299392947962172921,29121,0,555064.753520136004021957,2345960.6762957017248246631144348,0,0.003294744315899058023921713778759333
0x0b498ff89709d3838a063f1dfa463091f9801c2b,BTC2x-FLI,BTC 2x Flexible Leverage Index,18,18240,2382739.575551294005010033,78544378.3533977585374483587834783,76918786.1254247511444701881695974,785443.783533977585374483587834783,4969,0,77059.831460279365875929,315539.2703478899891256178852540301,0,0.003231576831315709427060508750926092
0x6100dd79fcaa88420750dcee3f735d168abcb771,OS,Ethereans,18,28368,1680758.926932864454306597,32479670.21750966056298012424577849,32571379.55030577853321523938926031,324796.7021750966056298012424577849,7672,0,60824.297332724915638763,249846.4544552464993662906993826972,0,0.003186914219752736437023414841182579
0x178c820f862b14f316509ec36b13123da19a6054,EWTB,Energy Web Token Bridged,18,28240,15817059.308656482253375855,146216261.3515998695274206146326881,137904561.9300051752172947614782027,488455.4991197820162583281162960668,20346,0,33110.351175579519215165,127666.5079966654837184187358952583,0,0.002982503878798495212146718339362063
0x3472a5a71965499acd81997a54bba8d852c6e53d,BADGER,Badger,18,28240,28327764.125456560978652571,222164699.1221388910135513121141499,220382819.6150069769397979864412775,692384.4220260132370052902828664007,17123,0,900468.224580835541248639,3209992.878525033708851064269900193,0,0.002747142889758407576360851044330292
